uuid,category_name,category_group_list
2772a539-e636-09dc-30dc-b1a7deb98d0e,internet,internet services
ed3a589d-c9a7-3cbb-9feb-245f011e1d54,internet of things,internet services
dd51c0d1-b953-89b6-4006-156640e8409f,internet radio,media and entertainment|music and audio
e99ec6ff-09d2-ca21-caef-404b5b558181,intrusion detection,information technology|privacy and security
6e028126-f8ae-ecdb-9bd4-2c4c1569084f,ios,mobile|platforms|software
82de314c-ef02-754d-f515-d1c27021b22f,isp,internet services
37fdfb55-c4c7-e30c-279e-06b79f0d4c85,it infrastructure,information technology
b8f58a18-4533-50fb-93a9-b4f5579318c1,it management,information technology
7607ad5b-247c-f366-00ba-dd0e738ec5b1,jewelry,consumer goods
c704ac44-d7ba-7cbe-146c-1503d4e620f0,journalism,content and publishing|media and entertainment
d9f36c2b-abb7-2eca-e7ad-e4b471ec0dab,kinect,consumer electronics|hardware|platforms
fe55ab18-5d21-5cd3-3aac-f899919728ed,landscaping,real estate
dd74fc36-a3bd-4b34-d995-c4366e67c0cd,language learning,education
cf4bfa34-4e5c-0003-ac5a-6a8aa9608f40,laser,hardware|science and engineering
98de1ee2-4c3b-be26-0f7b-46fddbbfe76d,law enforcement,government and military|privacy and security
fec1a806-6b09-549e-2c93-7aacad1a38f9,lead generation,sales and marketing
72eb8163-24b3-80c8-6851-21019ceaaaf4,lead management,sales and marketing
b1234a83-0ad1-c131-b788-81f8eb48c35e,legal,professional services
f4ba246e-e61b-40f4-2289-0686ca748ea4,leisure,community and lifestyle
83bd19b9-d944-aab6-8da7-9552a453ed93,lending,financial services
548cfeb2-0b4d-6b91-a514-c3646e3f70db,life insurance,financial services
9b58eb8a-89e7-b238-a1eb-5b9766cc4b3a,life science,biotechnology|science and engineering
9ea85399-55f4-8722-8d70-63271a266017,lifestyle,community and lifestyle
e9794581-9547-2150-8185-7b747f5c9913,lighting,hardware
58d758fe-03c3-6cb4-cb71-c188d2596876,limousine service,transportation
c6d041b1-4dbe-796e-bd46-b7e050a344ec,lingerie,consumer goods
d956d857-a68e-cbf0-4d80-be7e9470bacc,linux,platforms|software
9f701861-d7ed-8dba-de9b-25c2ce5018cf,livestock,agriculture and farming
a7e6d51c-665d-5b0b-11ca-07737db50c4e,local advertising,advertising|sales and marketing
ca121753-d26b-a8d7-854f-6b972fd1a391,local shopping,commerce and shopping
b94dffa8-e39f-1a70-ef05-451d1b29fb20,location based services,data and analytics|internet services|navigation and mapping
a6b9c45f-2caa-42e1-30e7-26c546d43186,logistics,transportation
4a45af54-9841-add7-cda3-1c166889a6b0,loyalty programs,sales and marketing
5ea0cdb7-c9a6-47fc-50f8-c9b0fac04863,machine learning,data and analytics|software
0caf426c-828c-53ef-473c-b9b5795d9040,management information systems,information technology
e811671c-168d-1fd2-36e5-df4e08a09f7c,manufacturing,manufacturing
d2cf7cf9-fb76-9f92-8ee0-c49154efa98e,mapping services,navigation and mapping
2795f8fd-4718-3f8f-7513-5391ab707c90,marketing,sales and marketing
be21aa9f-99cd-0379-b746-899e0ec7e0fd,marketing automation,sales and marketing|software
772da8fe-26d7-ea09-00ff-0fc7c8368b50,marketplace,commerce and shopping
119ffa05-2231-044c-a99a-e9b030897dd4,market research,data and analytics|design
00414591-ddef-8a0e-de5c-0cb829e8f2d9,mechanical design,design|hardware
f8985bed-69c1-d34c-66d5-a7fb6bdad279,mechanical engineering,science and engineering
78b58810-ad58-a623-2a80-2a0e3603a544,media and entertainment,media and entertainment
9126275d-d470-1524-02f4-93d481721a6e,medical,health care
37b8e1da-ddd2-2beb-aa15-9fadd061282c,medical device,health care
839a5a99-3262-1e44-7688-895f3570d3aa,meeting software,messaging and telecommunications|software
8c6239bf-6854-494b-1a16-e4f7a286dbd5,messaging,information technology|internet services|messaging and telecommunications
a3b491d8-8d66-b566-a059-c14322895d77,mhealth,health care|mobile
1807265d-6094-93ca-44c6-4bd0bc616183,micro lending,financial services|lending and investments
405bbe19-f48e-ca4e-0725-0ccce036fb37,mineral,natural resources
a4ef4f4d-5063-a104-f758-53d855db79f1,mmo games,gaming
e907cf2a-842d-8a30-a0b1-07d9de4a8178,mobile,mobile
03f72e37-791c-2a02-cc32-3a202dbaab3e,mobile advertising,advertising|sales and marketing
78f709ae-d8fb-cd28-218a-f090789f628f,mobile apps,apps|mobile|software
8814acc5-9b6a-4f53-28e3-a41c22d6477b,mobile devices,consumer electronics|hardware|mobile
33cfeb88-f323-1b4f-8ecc-f3f876a5df05,mobile payments,financial services|mobile|payments|software
46364f24-4c13-d464-305c-fe9bf0c30087,mooc,education|software
f3f21d3f-29ac-5008-c81e-f57c2ac9dc00,motion capture,media and entertainment|video
5d9d97f5-440d-56f7-976a-d5b0a3c5a77f,multi-level marketing,sales and marketing
d922c006-3ba0-537a-edb5-379ca5767662,music,media and entertainment|music and audio
d1c5bf86-cc15-0f81-7020-8988122283cc,musical instruments,media and entertainment|music and audio
d4daa14a-4946-67f6-d0b9-0997bdb2b889,music education,education|media and entertainment|music and audio
14b8e624-9423-524b-cf15-ace880522cf5,music label,media and entertainment|music and audio
19d6c5f4-0609-ebd6-970e-fee0e36d20a7,music streaming,internet services|media and entertainment|music and audio
d2836636-d33e-d8c2-1189-32668d519b74,nanotechnology,science and engineering
789bbbef-c46e-1532-a68d-f17da87090ea,natural language processing,data and analytics|software
982fba85-05b9-7702-8a4e-518424a489ca,natural resources,natural resources|sustainability
d495dc9c-0b00-c157-a254-e350f573d61e,navigation,navigation and mapping
3de73809-e7ff-63ed-5292-ab3ef6602816,network hardware,hardware
05ce5995-19d0-7c15-f4c7-19fb5c641c33,network security,information technology|privacy and security
e37ada49-ab15-5e46-0a49-f0ce1a3c9128,neuroscience,biotechnology|science and engineering
db01a201-1e47-57b3-c3cc-a63eb94e3878,news,content and publishing|media and entertainment
1aa6e5d3-a882-e0d8-b37d-bec5a7f509fd,nfc,hardware
513c0231-6c91-3702-ab2a-4f01b7ec73fa,nightclubs,events|media and entertainment
68e7ba7c-5e31-2abe-ec3e-c157059ec904,nightlife,events|media and entertainment
0a8d6f1b-1514-4854-5827-38f73a44eaa6,nuclear,science and engineering
7cd5bc2d-b7d1-91dd-1778-eabdf1399ed9,nutraceutical,health care
654b60a6-b105-fc40-2295-88a9a7dab2f5,nutrition,health care
28169022-9937-f752-a38c-c40538cd7222,oil and gas,energy|natural resources
394fda16-eeab-4398-f53c-79785038b60c,online auctions,commerce and shopping
3cfec0c2-95d7-78a9-8c8f-487f21b8130d,online forums,community and lifestyle|internet services
42bf7b8c-7f0f-3581-f6d0-ed135afd8278,online games,gaming
d9cf3c35-fcf6-294c-e755-c8cad2653125,online portals,internet services
eb80816d-769e-b2dc-e9b4-b6399e8c498e,open source,software
d9dda577-abfe-5a6b-0dc5-f5680bc376b0,operating systems,platforms|software
c0bdd8b4-e184-51bb-9098-d01fef4bd560,optical communication,hardware
be0f36fc-f1fa-504e-b9a7-d5496cc754cd,organic,sustainability
5e863b20-28f6-a760-89c7-005249ab4a70,organic food,food and beverage
b433ae30-feb9-c0c6-75b0-6b16174ebe09,outdoor advertising,advertising|sales and marketing
47e90bba-dfb4-2b2e-0034-d3e7c809373c,outdoors,sports
59ca1fa9-cc20-7f84-3c52-a6cee0ffe4a8,outsourcing,professional services
15c8defa-8bae-e547-1329-e2365bb9bb51,parenting,community and lifestyle
7d5e72c3-4752-def2-ac40-e24aac2a004b,parking,transportation
f6195c47-1e3b-4cce-5409-6ed62f94d43c,payments,financial services|payments
7de5b73e-eaae-fc18-86df-7a1cd7f298cc,pc games,gaming
42707b93-949f-57f1-3b7e-8a6208e21efc,penetration testing,information technology|privacy and security
2fb9b79f-0f4b-0f2b-a2f6-ef284a2a4219,performing arts,media and entertainment
54af3c84-9aaa-f5b7-8a00-68d3ad54c3a8,personal branding,sales and marketing
ce96eba3-ed75-ee34-c4c5-a5d29f6e34a5,personal development,education
54ae5944-5d30-95de-62d5-170535f943cf,personal finance,financial services
99606484-dc77-fe7a-2c8b-f20dd9e44f67,personal health,health care
3278dd73-9e17-26cd-11ef-1d5b99a6cea4,pet,community and lifestyle
0ae5c1be-64b1-a9fe-6c76-076285d2380f,pharmaceutical,health care
f8c49f2b-05d1-923c-f820-6d67bd12f35f,photo editing,content and publishing|media and entertainment
10b5eb37-9363-79fb-7fc9-4e8b04583307,photography,content and publishing|media and entertainment
6ed1eddf-4d71-581a-c523-7ccdf6759e64,photo sharing,content and publishing|media and entertainment
c2a98b8f-f4bc-2a86-de72-ba85f41df990,physical security,administrative services|privacy and security
4e97741f-98ac-26d4-95b9-74220bad7814,podcast,media and entertainment|music and audio
37d687ed-5ad9-d434-d1fc-09accbb96667,point of sale,commerce and shopping
6a29209e-2241-72fd-358f-77f6e99905c6,politics,government and military
3a2e9f35-7845-a881-01d3-2852a3c6a2f9,precious metals,natural resources
8c09868f-b82e-6e44-5908-384b5980db03,prediction markets,financial services
ca8390d7-22c6-5bb5-f870-22f52f364b1b,predictive analytics,data and analytics|software
6d121d5d-b67f-1765-6403-d33e865f0e28,price comparison,commerce and shopping
eee77d3b-0358-3f81-5f4e-86dce12a6d91,primary education,education
58284e68-4cf7-e34f-ae3b-dd68f25e9b99,printing,content and publishing|media and entertainment
28c00d6b-e130-1002-6923-a0336e72bd82,private cloud,hardware|information technology|internet services|software
a0e2db7f-8397-b365-a8eb-8907eadf527a,private social networking,community and lifestyle
24c09530-c94b-258f-2e77-10aaa0bfe87e,procurement,transportation
a05dcda6-3d19-288d-9b66-1473706720aa,product design,design
f55dc7f6-6a38-750c-333b-c265f3761fe1,productivity tools,software
f213df87-6356-e51f-245a-cf9b7e788b13,product research,data and analytics|design
f096ed15-f63f-d7f4-b2c3-89b70da2bd5e,product search,internet services
be0cfcc4-764a-5444-8285-6e07bfb1c80d,professional networking,community and lifestyle|professional services
8256b6a2-134f-d28e-a78c-c606ce4e0b97,property development,real estate
66c636ea-a20c-cc61-fb12-73dce804788e,property insurance,financial services
c8e6b95f-80d9-bf15-ab7c-37a0e8f052c7,property management,real estate
342cedc1-6dff-c0fa-2e2f-f376b7db1f69,psychology,health care
d4213181-48a9-dd50-10ff-32dd5a33e29f,public relations,sales and marketing
ef231156-53f4-cfa3-79ee-a04b28bc3c4a,public safety,government and military
404d4762-e5b6-1721-c045-6b0556619e73,public transportation,transportation
5c362e08-2d00-f3b4-ca60-584bfcc4e72f,publishing,content and publishing|media and entertainment
7fbec13c-08c6-3790-4c51-ff3f46311286,q&a,community and lifestyle
70c61872-0802-45b9-3a48-aba7431b7bde,qr codes,software
4b5272c7-6e2e-cba3-5b37-e35dcb737344,quantified self,biotechnology|data and analytics
7a37f7dd-da23-e8b0-3fea-7f16a607d7bc,racing,sports
56778c1f-b81f-0b1f-f402-d21124c88b3b,railroad,transportation
5222bb72-6a6d-08c3-7afe-afa9db296e5b,reading apps,apps|software
a326e225-acb8-f9c0-abfe-609a82b71965,real estate,real estate
298a2cd6-58da-226c-7cf0-3288673844cd,real estate investment,financial services|real estate
bca6746a-a1b8-0637-b9b2-985d70a7e507,recreation,sports
4996175c-0c92-f204-2b55-f940bc1cc6d6,recruiting,professional services
38332b1e-9615-917e-89c0-346d631ffa97,recycling,sustainability
4c2e7382-66cb-5e44-9b3a-d9983d537a0c,rehabilitation,health care
e012a489-adc7-cd6d-975c-928a8dbf16cb,religion,community and lifestyle
e531be19-46aa-fb4e-354e-79b05ae1802a,renewable energy,energy|sustainability
75de3d67-54b8-46ce-0797-bc7ba0438c4d,rental,commerce and shopping
817e5e50-a6ca-547e-f596-95afb880a818,rental property,real estate
6dcf0103-1977-291c-71e3-04df32828986,reputation,information technology
06477b0d-4ca9-ac90-99b4-7323e3367e4b,reservations,events|media and entertainment
aeae9394-5d34-5f75-8439-5edfe8f12644,resorts,travel and tourism
51385655-f802-346b-045d-f44f461989fc,restaurants,food and beverage
b65acba5-b299-3990-6390-8be3e3833a07,retail,commerce and shopping
93872d37-a1f6-a0af-b9e2-0b150c79f8eb,retail technology,commerce and shopping|hardware|software
62564c13-d63b-1a8e-6894-27dd668b51d4,rfid,hardware
829f037b-8171-d9fc-7618-4c6b46038020,ride sharing,transportation
421943ef-50ae-c811-470e-c66a0323cf0d,robotics,hardware|science and engineering|software
70b41afa-2761-ea9e-86c4-0dfa312bedf1,sales,sales and marketing
2d294e65-80ba-93e5-3a51-92cf5e2533ed,sales automation,information technology|sales and marketing|software
d543f842-188a-e2c5-e0c3-c747e340877c,same day delivery,transportation
553f1e10-4f44-ea96-cbf1-4540b0ae0363,satellite communication,hardware
d2ac92bc-3c9e-918d-dcb4-8ce0a1abb12c,scheduling,information technology|software
4e20225b-89bf-f189-d197-d7b96ed0c245,secondary education,education
4c6005cd-3476-35d2-ceab-b7d4f1d89e8b,security,privacy and security
c17de7ff-6903-1bd4-d8b8-9c72560048ea,self storage,real estate
32777797-2760-0d5f-be94-e6260845925b,sem,advertising|internet services|sales and marketing
bb1777e5-25f3-b9f2-922b-0d5defe0d5bb,semantic search,internet services
ac34c4c6-e430-f66f-44ae-ef8ca45b52bb,semantic web,internet services
20cd907a-d9d6-2916-8fe3-e2ea07ae915e,semiconductor,hardware|science and engineering
6f5a4398-0331-8803-65de-c927ab8e5d20,sensor,hardware
4bacab56-cafe-2e50-fdb2-7cb16c0b1cd6,seo,internet services|sales and marketing
27d62522-9ec5-72be-aed4-a1d8dbf721a8,serious games,gaming
222a57e3-269e-6c3f-d2df-01a65ff1b9ac,sex industry,community and lifestyle
512e0deb-38ca-db24-2cfb-76b16f739766,sex tech,hardware|software
216f5e42-a641-b0f3-270a-c9d698604f40,shipping,transportation
918533dd-fab3-dce5-018f-e49cff260fb9,shipping broker,transportation
67f3477c-efb8-1b7f-34dc-d9cf85c1919e,shoes,consumer goods
655df1bf-587c-59e3-4665-136fb2920827,shopping,commerce and shopping
a1251139-5e61-86a7-abe2-9e2eb1f16bfa,simulation,software
343e767b-82a3-a443-f914-1d1966d8eab2,skill assessment,education
c7ab2c73-e46f-0f40-afe0-eb6182949b41,smart building,real estate
08e0a9b4-14d1-c281-daa8-a228c45e5110,sms,internet services|messaging and telecommunications
568bdc79-d059-d824-e701-255e5aa86888,sns,software
aad2f937-0707-e264-9c2e-63a2f5083150,soccer,sports
dde4df9b-2d64-c8da-3dc8-4c9635f1d415,social crm,information technology|sales and marketing|software
4056544b-0bef-a056-46a9-e2cf4f7d85dd,social entrepreneurship,community and lifestyle
5349a2f2-14d8-9727-c32a-19ebea5db78c,social media,internet services|media and entertainment
e9abe18b-6578-192c-63a8-266acf7aa840,social media advertising,advertising|sales and marketing
98698685-a983-4d2f-a11d-de7e3602eda4,social media management,internet services|sales and marketing
262727f4-409a-1b3a-4e14-040339daa54a,social media marketing,sales and marketing
714d833f-2234-98bf-19bf-9ff70a5e2d17,social network,internet services
e5fc663a-6268-a965-2482-309f11b21c7b,social news,media and entertainment
b53bd8d3-71bc-b9bb-c9af-1d41cee0c822,social recruiting,professional services
2195ba8a-24f8-ac97-f345-f36bba46927c,social shopping,commerce and shopping
c08b5441-a05b-9777-b7a6-012728caddd9,software,software
a572ed88-c7c5-7ebb-e06e-65e7ed62d17b,software engineering,science and engineering|software
c3d5f46f-0a9d-cfdc-a44a-4cc6a13fe804,solar,energy|natural resources|sustainability
b5907394-9837-f190-7eca-a27462666650,space travel,transportation
4edcbe9d-678a-3b25-b61c-293ddc52507a,spam filtering,information technology
24dad27e-6a49-ccc1-ec31-854b73d60d16,speech recognition,data and analytics|software
bc22c61d-4d2f-3dd0-531b-457af33011a4,sponsorship,sales and marketing
b05bd17d-1df9-8add-ae14-14e07dc37c9c,sporting goods,commerce and shopping|sports
a0144815-bd8f-9a1b-42ae-74c91617a77c,sports,sports
593534eb-7096-7307-deae-0206fa508e13,staffing agency,administrative services
6dab555a-c4f3-dc69-4250-e1e530475197,stem education,education|science and engineering
44cbfd35-6e4b-3af5-74d2-ab01eb112bbd,stock exchanges,financial services|lending and investments
7ec4e4c8-a648-da5d-c02b-90a98c5ebfcf,supply chain management,transportation
e391c491-c09d-a04e-b5b6-57aa8b8d0fc6,sustainability,sustainability
7c4a47a6-191f-47c2-acb7-7cb621e19ec2,swimming,sports
3171fe79-1f83-8634-f6bb-2be9e71ff530,task management,software
07b9d58b-7673-8bf4-3e5d-ea1f2bacd142,taxi service,transportation
91d07503-1e4b-bec1-6115-6df19b26be3c,tea,food and beverage
e12cc7de-d276-007e-7d89-bdf3f8d1ffe7,telecommunications,hardware
7d0f2edd-c829-7bba-c3c6-689cebcd2e01,tennis,sports
e9ec479b-6753-59a6-c818-abc9eb1507b6,test and measurement,data and analytics
e7acbc99-32c7-4c88-09ed-8fae63eb2559,text analytics,data and analytics|software
f1e750d2-a898-8c0f-7d78-5d687b71b0a7,textiles,manufacturing
55d506cf-4bdc-85e0-2076-230bfac65d6e,theatre,media and entertainment
202de69d-732b-5471-1e68-8453cfbc8b92,therapeutics,health care
66be03e0-5dab-b881-1c03-0a249714bf56,ticketing,events|media and entertainment
2643338a-b464-bb84-8a4e-2a1f0e8a9958,tobacco,consumer goods|food and beverage
5ca011af-31fe-335c-6866-ff8b635bb2f8,tourism,travel and tourism
4349df99-4484-6059-bde4-1b4ac7b55abd,toys,consumer goods
367f9cec-51a7-8561-3d3a-4f8855fd5c46,trading platform,financial services|lending and investments
e55f09e8-697b-1653-f86e-0274d25d6db6,training,education
5b8aca67-4f27-bd26-d245-0350b537165e,transaction processing,financial services|payments|software
3146fe49-55b3-c175-c3e1-ecf074bc87de,translation service,professional services
95642ff0-23e9-79a3-612b-50de99f06305,transportation,transportation
8672f521-ce9a-e851-adff-c35d2441a0ad,travel,travel and tourism
e8804a82-8603-d2e1-c3b5-d241dd8030b9,tutoring,education
86d91a85-ff9d-93db-4688-3b608fee756c,tv,media and entertainment|video
47592b2e-aaaa-6aa3-d0e9-82ab5e525c2d,tv production,media and entertainment|video
aa868e5f-e016-f3ea-e079-80d01fddfbcd,twitter,platforms
76fb8b23-b968-9417-9c2c-693b5006e504,unified communications,information technology|internet services|messaging and telecommunications
dda1f288-360b-4522-4943-a8e28db70976,usability testing,data and analytics|design
78b2a236-7c94-0f2c-579c-9d710921c0d8,ux design,design
0fa1b481-b75a-c22d-b2cb-48caf1bf995a,vacation rental,real estate|travel and tourism
663f3831-4ac8-a42d-8dbd-0a8c3a0a9dd7,vending and concessions,commerce and shopping
b37dbaeb-c825-e6a0-36de-84556a5d2e1f,venture capital,financial services|lending and investments
b57ba844-a631-9466-6e25-fb6e50aa5dca,vertical search,internet services
f0752dac-b351-89d6-ff07-a1dc47d5ffc3,veterinary,health care
c6adf822-7fa3-c0b3-5188-556e08d72128,video,media and entertainment|video
e0f7b18a-4a5b-e2c0-a34e-1cad4114a984,video advertising,advertising|sales and marketing
bf605860-9fd2-4d32-e23e-93d977d72146,video chat,information technology|internet services|messaging and telecommunications
dddb9b25-2585-b348-f887-90a8c0fc4e0f,video conferencing,hardware|information technology|internet services|messaging and telecommunications|software
0982d9e2-a0bc-a98e-db02-20b18c8b036a,video editing,content and publishing|media and entertainment|video
dabab6af-bf12-00ca-b185-85cead095097,video games,gaming
e5445f23-204d-6d79-5309-2c17f1e66d78,video on demand,media and entertainment|video
b1b3b2d7-85ed-2cb1-fc60-3e2b6a3b5ddd,video streaming,content and publishing|media and entertainment|video
edfe69d7-57c2-dac4-fb02-86d10da987f1,virtual currency,financial services|payments|software
c935f86f-45e9-7937-bf48-406d055ef664,virtual desktop,software
b26d30cb-466d-10fb-df31-7931541c33aa,virtual goods,commerce and shopping|software
eb60e5da-548d-c298-3a92-06c15a2c89eb,virtualization,hardware|information technology|software
f4709705-7bad-8cbf-0fda-c126de9c2fcd,virtual reality,hardware|software
2d1ad8b1-e01b-f4ea-70be-41c43a4ec269,virtual world,community and lifestyle|media and entertainment|software
ad8f33a8-c5d0-b7d7-86f3-89aa2954c119,visual search,internet services
97c84ba1-ec20-457c-33cb-28dbbac5710b,vocational education,education
487dda72-7f23-9794-730c-9ce6250a748e,voip,information technology|internet services|messaging and telecommunications
ea5b8052-d65d-c77b-6861-ebf3acf6d3cf,waste management,sustainability
1efce900-8f68-4c05-f18b-aa6ee273dcde,water,natural resources
aa1a6ba1-4a41-6ab5-643a-fe90e2407577,water purification,sustainability
9d01b6be-c071-6db0-eb2d-b18094bde681,wealth management,financial services
11d12f9b-9b5b-1a7b-6b03-86f76910b094,wearables,consumer electronics|hardware
b3745f1d-614b-ae19-f0b7-946e2494aa6b,web apps,apps|software
acee45c1-07e3-c7a2-4853-f9df6c484e9a,web browsers,internet services|software
dd82e300-d885-87dd-148b-419b21c14cc9,web design,design
292d82c5-5381-9717-827f-3122ee792e71,web development,software
56483f2d-3a35-70be-7b80-24c5bad5f1b8,web hosting,internet services
68118c46-7a57-0ad6-71db-19beb493f01e,webos,platforms
961c226d-8c8f-a642-6bc2-03f92cdd3a2c,wedding,community and lifestyle|events
c466550b-b161-0646-3049-0045fae01b18,wellness,health care
bcf1a24a-96df-d95b-099c-ddd418385579,wholesale,commerce and shopping
b7989a4f-ede2-d9ec-6d97-0e13212423a9,wind energy,energy|natural resources|sustainability
da9c9ae8-f089-ecd0-3709-243ae50460dc,windows,platforms
9f50bbb6-bb1d-9c05-b673-a8876f547b2f,windows phone,consumer electronics|hardware|mobile|platforms
cbc36b3c-09fd-1e1f-7ac8-400a546de247,wine and spirits,food and beverage
9f8132a0-2620-1f89-a2d2-fadbb3f16b4c,wireless,hardware|mobile
